CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Spend,No_spend,Num,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
True,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0986123,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
False,21.0,False,0.0,6.429719478039138,2.5649493574615367,1.3862943611198906,0.0,6.453624998892692,0,2.5649493,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
True,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.1972246,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
True,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3025851,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,19.0,False,6.395261598115449,0.0,3.4339872044851463,0.0,0.0,6.444131256700441,0,2.4849067,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.5649493,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,23.0,False,2.70805020110221,6.769641976852503,0.0,0.0,3.1780538303479458,6.811244378601294,0,2.0794415,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,24.0,False,6.182084906716632,0.0,4.477336814478207,5.3706380281276624,0.0,6.665683717782408,0,2.1972246,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,19.0,False,0.0,3.044522437723423,4.912654885736052,5.583496308781699,5.908082938168931,6.669498089857879,0,1.3862944,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
True,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.9957323,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
False,27.0,False,4.204692619390966,7.459914766241105,0.0,0.0,2.772588722239781,7.505492274737424,0,2.3978953,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.8903718,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
False,33.0,False,0.0,0.0,0.0,6.7650389767805414,0.0,6.7650389767805414,0,3.0910425,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,23.0,False,0.0,0.0,7.119635638017636,0.0,0.0,7.119635638017636,0,2.944439,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
False,30.0,False,0.6931471805599453,0.0,7.368970402194793,0.0,6.184148890937483,7.635786861395585,0,3.1354942,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
False,26.0,False,0.0,2.8903717578961645,6.905753276311464,0.0,0.0,6.922643891475888,0,2.6390574,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.6390574,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,20.0,False,0.6931471805599453,0.0,0.0,6.396929655216146,0.0,6.398594934535208,0,3.2580965,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
True,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.295837,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,34.0,False,0.0,0.0,3.6888794541139363,0.6931471805599453,6.322565239927284,6.391917113392602,0,3.1354942,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,24.0,False,0.0,3.1354942159291497,4.418840607796598,0.0,6.532334292222349,6.673297967767654,0,1.609438,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
False,29.0,False,2.70805020110221,6.76849321164863,0.0,0.6931471805599453,0.0,6.785587645007929,0,2.7080503,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,20.0,False,6.945051063725834,0.6931471805599453,1.0986122886681098,0.0,7.3632795869630385,7.869783902530146,0,3.295837,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
True,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.7725887,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
True,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,1.9459101,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
False,16.0,False,8.28576542051433,7.96311205897929,0.0,0.0,7.807510042216193,9.137447046455858,0,1.9459101,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
True,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.8332133,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
False,36.0,False,0.0,0.0,6.349138991379798,3.6109179126442243,0.0,6.410174881966167,0,3.3672957,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
False,26.0,False,3.8501476017100584,5.755742213586912,7.743269700829004,0.0,4.584967478670572,7.92443418488756,0,1.609438,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
False,40.0,False,6.025865973825314,6.244166900663736,0.6931471805599453,0.0,0.0,6.834108738813838,0,3.3672957,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
True,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.218876,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.4339871,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
False,23.0,False,5.937536205082426,5.998936561946683,0.0,0.0,6.234410725718371,7.162397497355718,0,3.4339871,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.4339871,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
False,30.0,False,0.0,9.088624613292087,8.717518372649767,3.4011973816621555,8.16735198705607,9.826282481627157,0,1.0986123,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
False,56.0,False,0.0,3.8066624897703196,3.1780538303479458,6.584791392385716,0.0,6.673297967767654,0,1.9459101,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
True,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0794415,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
True,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0794415,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
False,19.0,False,3.4965075614664802,0.0,6.257667587882639,0.0,5.4116460518550396,6.655440350367647,0,3.4965076,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
True,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0910425,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
False,38.0,False,1.0986122886681098,3.295836866004329,5.003946305945459,7.101675971619444,0.0,7.237059026124737,0,3.5263605,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5553482,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,35.0,False,0.0,6.139884552226255,0.0,7.315218389752975,6.373319789577012,7.844240718141811,0,0.6931472,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
False,26.0,False,6.725033642166843,0.0,0.0,3.091042453358316,4.919980925828125,6.897704943128636,0,2.3025851,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
False,31.0,False,0.0,0.0,6.559615237493242,0.0,0.0,6.559615237493242,0,3.5263605,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,38.0,False,0.0,1.3862943611198906,0.0,6.6293632534374485,0.0,6.633318433280377,0,3.5553482,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,27.0,False,0.0,2.4849066497880004,0.0,0.0,7.067319848653476,7.076653815443951,0,3.583519,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
True,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.6109178,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
False,22.0,False,0.0,6.650279048587422,0.0,0.0,0.0,6.650279048587422,0,3.4011974,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0794415,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
True,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.2580965,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.2580965,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
True,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.2580965,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.2580965,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,9.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.2580965,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,29.0,False,5.8944028342648505,2.772588722239781,0.0,0.0,6.111467339502679,6.71901315438526,0,3.6888795,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
False,18.0,False,6.6293632534374485,4.762173934797756,0.0,0.6931471805599453,4.07753744390572,6.837332814685591,0,3.713572,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,22.0,False,5.288267030694535,0.0,7.069874128458572,0.0,0.0,7.224753405767971,0,2.0794415,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
False,24.0,False,1.9459101490553132,2.4849066497880004,7.247792581767846,0.0,0.0,7.259819610363186,0,3.637586,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
True,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.6635616,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
False,36.0,False,5.568344503761097,0.0,5.332718793265369,6.144185634125646,0.0,6.838405200847344,0,3.6888795,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
True,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,1.609438,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
True,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,1.609438,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
False,26.0,True,0.0,5.62040086571715,0.0,8.427924723658055,5.099866427824199,8.519390774959724,0,1.609438,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
False,29.0,False,7.4205789054108005,1.0986122886681098,5.493061443340548,5.049856007249537,0.0,7.634820677745543,0,3.7841897,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
False,40.0,False,3.8066624897703196,0.0,6.338594078203183,0.0,2.9444389791664403,6.4425401664681985,0,3.5263605,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,36.0,False,3.5263605246161616,0.0,0.0,9.45469731968959,7.085064293952548,9.546383945305841,0,2.3978953,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
False,46.0,False,6.576469569048224,6.248042874508429,1.6094379124341003,1.0986122886681098,7.799753318287247,8.210396255104774,0,2.5649493,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
False,42.0,False,8.46863300080086,3.044522437723423,0.0,1.6094379124341003,3.7376696182833684,8.482187582217422,0,2.5649493,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
True,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5553482,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,19.0,False,6.60934924316738,2.5649493574615367,0.6931471805599453,0.0,0.0,6.626717749249025,0,3.583519,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,25.0,False,1.3862943611198906,8.251663923605589,8.99949587624899,7.3343293503005365,0.0,9.507923269105227,0,2.0794415,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
False,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,6.4153895,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
True,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,1.609438,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
False,39.0,False,0.0,10.137531478318627,0.0,2.6390573296152584,7.44716835960004,10.203629181337648,0,1.609438,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
True,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,1.609438,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
False,35.0,False,0.0,7.274479558773871,0.0,7.503289630675082,8.770283819098399,9.179365567676752,0,1.609438,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
True,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.912023,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
False,20.0,False,6.668228248417403,0.0,0.0,0.0,0.0,6.668228248417403,0,3.912023,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
True,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.713572,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
True,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.9512436,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,39.0,False,7.846589975291186,0.0,3.1354942159291497,0.0,0.0,7.8551570058813445,0,2.0794415,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
True,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3025851,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
True,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.3025851,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
False,50.0,False,0.0,0.0,4.3694478524670215,6.62273632394984,4.3694478524670215,6.811244378601294,0,3.7376697,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,41.0,False,0.0,0.0,6.591673732008658,0.0,0.0,6.591673732008658,0,3.8918202,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
False,19.0,False,0.6931471805599453,0.0,7.951559331155252,4.454347296253507,0.0,7.98139158158007,0,4.0253515,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
False,20.0,False,5.231108616854587,0.0,0.0,6.401917196727186,4.61512051684126,6.790097235513905,0,3.6888795,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,1.7917595,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
True,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,1.7917595,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
False,32.0,False,7.201170883281678,0.0,0.0,9.049936850483158,7.136483208590247,9.315960853839867,0,1.7917595,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
False,44.0,False,6.546785410760524,0.0,6.137727054086234,3.8501476017100584,4.553876891600541,7.1693500166706,0,2.5649493,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
False,18.0,False,7.341483852363161,0.0,4.9344739331306915,0.0,0.0,7.427144133408616,0,4.060443,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,49.0,False,4.6913478822291435,0.0,3.7376696182833684,7.353081920515432,0.0,7.444248649496705,0,4.0775375,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,23.0,False,8.066835314417336,0.0,0.0,1.0986122886681098,0.0,8.067462667010057,0,2.6390574,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
False,31.0,False,3.7376696182833684,5.814130531825066,0.6931471805599453,4.143134726391533,6.184148890937483,6.827629234502852,0,3.8066626,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,55.0,False,6.961296045910167,0.0,1.0986122886681098,0.0,0.6931471805599453,6.964135612418245,0,2.3978953,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
False,60.0,False,4.110873864173311,0.0,8.856945756159021,0.0,0.0,8.865452825753623,0,4.1108737,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
True,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,4.1108737,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
False,34.0,False,5.71042701737487,0.0,4.382026634673881,6.824373670043086,0.0,7.170119543449628,0,2.7080503,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
False,14.0,False,4.820281565605037,0.0,0.0,7.5688956634069955,3.1354942159291497,7.641084249174914,0,2.8903718,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
True,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.8903718,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
False,19.0,False,0.0,4.465908118654584,0.0,5.910796644040527,8.30795254527102,8.414052432496725,0,1.9459101,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
True,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,1.9459101,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
False,42.0,False,4.59511985013459,2.3978952727983707,0.0,6.419994928147142,0.0,6.582025138892826,0,4.1431346,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
False,18.0,False,5.3612921657094255,6.520621127558696,2.5649493574615367,0.0,0.0,6.805722553416985,0,3.988984,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,50.0,False,0.0,0.0,7.170119543449628,0.0,0.0,7.170119543449628,0,2.7725887,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
False,26.0,False,0.0,0.0,0.0,6.984716320118266,5.641907070938114,7.215975002651466,0,4.0430512,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
True,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,6.4153895,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
False,35.0,False,0.0,6.4425401664681985,0.0,3.8066624897703196,0.0,6.51025834052315,0,4.204693,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
False,58.0,False,4.30406509320417,0.0,6.0473721790462776,6.88653164253051,0.0,7.295735072749282,0,4.060443,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
False,20.0,False,5.932245187448011,0.0,5.493061443340548,0.6931471805599453,0.0,6.429719478039138,0,4.0775375,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
False,28.0,False,1.791759469228055,9.35444071594994,4.890349128221754,8.51057131510735,6.263398262591624,9.751326558637025,0,2.4849067,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
True,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.8918202,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
False,20.0,False,0.0,0.0,0.0,2.3978952727983707,0.0,2.3978952727983707,0,2.8903718,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
True,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.912023,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,31.0,False,0.0,3.5553480614894135,4.406719247264253,0.0,6.411818267709897,6.584791392385716,0,3.7841897,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
True,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.9702919,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
False,17.0,False,6.939253946041508,0.0,6.934397209928558,3.7612001156935624,0.0,7.649692623711514,0,2.944439,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
True,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,4.248495,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
True,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,6.4153895,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
False,48.0,False,0.0,6.628041376179533,0.0,0.0,0.0,6.628041376179533,0,4.0073333,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,38.0,False,1.3862943611198906,7.133295954896068,0.6931471805599453,0.0,0.0,7.136483208590247,0,4.276666,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
True,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.7080503,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
True,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0253515,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0445225,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
False,52.0,False,5.877735781779639,3.5553480614894135,5.666426688112432,0.0,4.8283137373023015,6.688354713946762,0,4.3307333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,15.0,False,6.459904454377535,0.0,2.0794415416798357,0.0,0.0,6.470799503782602,0,4.3307333,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
False,25.0,False,2.3978952727983707,1.0986122886681098,6.628041376179533,0.0,2.302585092994046,6.655440350367647,0,4.3307333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
True,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0430512,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
True,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0430512,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
False,16.0,False,7.241366283322318,0.0,0.0,3.091042453358316,6.259581464064923,7.569927655242652,0,4.3307333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,48.0,False,0.6931471805599453,0.0,5.560681631015528,5.733341276897746,6.111467339502679,6.926577033222725,0,4.0430512,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
False,36.0,False,0.0,4.248495242049359,0.0,0.0,6.680854678790215,6.763884908562435,0,4.3307333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
False,19.0,False,0.0,4.31748811353631,6.415096959171596,0.0,0.0,6.529418838262226,0,2.9957323,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
True,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0775375,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
True,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,2.1972246,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
False,54.0,False,0.0,2.1972245773362196,8.387539983189367,8.49351506406166,2.0794415416798357,9.136586183387521,0,2.1972246,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
False,33.0,False,0.0,6.93828448401696,0.0,8.157943507105037,8.671286726753637,9.245031611766112,0,1.609438,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
